"GEO_ID","id"
"S0802_C03_080E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C03_080M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C03_081E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C03_081M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C03_082E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C03_082M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C03_083E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C03_083M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C03_084E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C03_084M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C03_085E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C03_085M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C03_086E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C03_086M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C03_087E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C03_087M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C03_088E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C03_088M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C03_089E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C03_089M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C03_090E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C03_090M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C03_091E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households"
"S0802_C03_091M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households"
"S0802_C03_092E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C03_092M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C03_093E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C03_093M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C03_094E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C03_094M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C03_095E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C03_095M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C03_096E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C03_096M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C03_097E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C03_097M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C03_098E","Estimate!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C03_098M","Margin of Error!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C03_099E","Estimate!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C03_099M","Margin of Error!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C03_100E","Estimate!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C03_100M","Margin of Error!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C03_101E","Estimate!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Vehicles available"
"S0802_C03_101M","Margin of Error!!Car, truck, or van -- carpooled!!PERCENT ALLOCATED!!Vehicles available"
"S0802_C04_001E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over"
"S0802_C04_001M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over"
"S0802_C04_002E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!16 to 19 years"
"S0802_C04_002M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!16 to 19 years"
"S0802_C04_003E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!20 to 24 years"
"S0802_C04_003M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!20 to 24 years"
"S0802_C04_004E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!25 to 44 years"
"S0802_C04_004M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!25 to 44 years"
"S0802_C04_005E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!45 to 54 years"
"S0802_C04_005M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!45 to 54 years"
"S0802_C04_006E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C04_006M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C04_007E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C04_007M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C04_008E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C04_008M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C04_009E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!SEX!!Male"
"S0802_C04_009M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!SEX!!Male"
"S0802_C04_010E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!SEX!!Female"
"S0802_C04_010M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!SEX!!Female"
"S0802_C04_011E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C04_011M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C04_012E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C04_012M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C04_013E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C04_013M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C04_014E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C04_014M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C04_015E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C04_015M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C04_016E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C04_016M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C04_017E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C04_017M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C04_018E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C04_018M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C04_019E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C04_019M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C04_020E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C04_020M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C04_021E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C04_021M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C04_022E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C04_022M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C04_023E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C04_023M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C04_024E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C04_024M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C04_025E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C04_025M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C04_026E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C04_026M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C04_027E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C04_027M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C04_028E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C04_028M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C04_029E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C04_029M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C04_030E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C04_030M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C04_031E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C04_031M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C04_032E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C04_032M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C04_033E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C04_033M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C04_034E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C04_034M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C04_035E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C04_035M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C04_036E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C04_036M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C04_037E","Estimate!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C04_037M","Margin of Error!!Public transportation (excluding taxicab)!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C04_038E","Estimate!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C04_038M","Margin of Error!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C04_039E","Estimate!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C04_039M","Margin of Error!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C04_040E","Estimate!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C04_040M","Margin of Error!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C04_041E","Estimate!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C04_041M","Margin of Error!!Public transportation (excluding taxicab)!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C04_042E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over"
"S0802_C04_042M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over"
"S0802_C04_043E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C04_043M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C04_044E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C04_044M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C04_045E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C04_045M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C04_046E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C04_046M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C04_047E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C04_047M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C04_048E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C04_048M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C04_049E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C04_049M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C04_050E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C04_050M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C04_051E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C04_051M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C04_052E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C04_052M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C04_053E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C04_053M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C04_054E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C04_054M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C04_055E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C04_055M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C04_056E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C04_056M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C04_057E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C04_057M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C04_058E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C04_058M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C04_059E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C04_059M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C04_060E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C04_060M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C04_061E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C04_061M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C04_062E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C04_062M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C04_063E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C04_063M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C04_064E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C04_064M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C04_065E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C04_065M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C04_066E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C04_066M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C04_067E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C04_067M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C04_068E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C04_068M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C04_069E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
